,Date,GLD,EEM,QQQ,TLT,GLD_Lag,EEM_Lag,QQQ_Lag,TLT_Lag
795,2008-03-03,97.519997,46.543331,42.919998,93.669998,80.050003,53.433334,52.25,91.449997
796,2008-03-04,97.279999,46.009998,42.400002,93.940002,79.589996,51.166668,51.330002,91.610001
797,2008-03-05,96.099998,46.240002,42.990002,93.059998,78.410004,50.133331,51.09,90.790001
798,2008-03-06,96.980003,46.400002,43.09,91.82,78.129997,49.119999,50.779999,91.07
799,2008-03-07,96.599998,44.646667,41.919998,93.290001,79.589996,49.349998,50.240002,91.589996
800,2008-03-10,95.0,44.759998,42.009998,92.709999,79.230003,49.326668,49.889999,92.400002
801,2008-03-11,96.519997,45.52,41.860001,93.0,78.910004,49.706669,50.619999,93.260002
802,2008-03-12,96.580002,46.099998,43.0,93.129997,80.160004,50.466667,51.68,92.900002
803,2008-03-13,98.5,44.436668,42.23,95.029999,80.209999,50.689999,52.009998,91.220001
804,2008-03-14,98.029999,45.303333,43.330002,94.620003,81.059998,51.049999,52.130001,91.019997
805,2008-03-17,99.32,42.086666,41.290001,95.589996,81.879997,51.246666,52.330002,90.879997
806,2008-03-18,99.349998,43.516666,42.240002,95.300003,82.379997,51.036667,52.040001,91.650002
807,2008-03-19,95.650002,44.349998,43.509998,95.120003,82.739998,50.849998,51.57,92.779999
808,2008-03-20,90.730003,42.123333,42.349998,97.0,83.559998,50.439999,51.27,93.25
809,2008-03-24,90.650002,43.459999,43.279999,96.480003,84.870003,49.866669,50.41,94.0
810,2008-03-25,91.910004,44.553333,44.700001,95.379997,85.339996,49.259998,49.810001,94.5
811,2008-03-26,93.110001,44.963333,44.669998,95.779999,85.239998,48.623333,48.400002,94.18
812,2008-03-27,93.510002,45.263332,44.439999,94.639999,86.279999,49.139999,48.27,94.440002
813,2008-03-28,91.959999,45.003334,44.02,95.089996,86.559998,48.903332,47.110001,94.790001
814,2008-03-31,92.559998,44.616669,43.650002,96.110001,86.419998,48.973331,47.43,94.870003
815,2008-04-01,87.860001,45.296665,44.419998,94.809998,88.040001,49.299999,47.73,93.519997
816,2008-04-02,87.279999,46.513332,45.700001,93.989998,89.449997,49.68,47.689999,94.199997
817,2008-04-03,88.589996,46.383331,45.290001,94.5,89.599998,48.700001,47.369999,95.160004
818,2008-04-04,89.480003,46.873333,45.77,95.169998,88.169998,46.716667,46.189999,95.68
819,2008-04-07,90.730003,47.743332,46.139999,94.620003,87.5,46.166668,46.240002,94.959999
820,2008-04-08,90.040001,47.150002,45.41,95.18,87.169998,45.486668,45.639999,95.550003
821,2008-04-09,90.300003,47.126667,45.470001,94.559998,86.139999,42.310001,42.830002,96.410004
822,2008-04-10,92.32,46.896667,44.93,95.309998,87.160004,42.040001,42.540001,97.980003
823,2008-04-11,91.410004,46.743332,45.02,95.599998,89.720001,44.200001,44.189999,95.550003
824,2008-04-14,91.32,46.256668,44.209999,95.339996,90.93,45.993332,45.869999,94.190002
825,2008-04-15,91.730003,46.853333,44.240002,94.419998,90.959999,44.366669,44.02,95.68
826,2008-04-16,93.190002,47.439999,44.689999,93.800003,91.360001,45.439999,44.560001,95.279999
827,2008-04-17,93.309998,47.806667,45.419998,92.980003,90.709999,44.650002,44.25,94.690002
828,2008-04-18,89.720001,48.580002,46.470001,92.0,90.919998,43.880001,43.869999,95.300003
829,2008-04-21,90.790001,48.41,46.619999,92.410004,91.75,45.866669,45.5,95.0
830,2008-04-22,90.419998,48.723331,46.75,92.910004,88.510002,46.880001,45.580002,94.389999
831,2008-04-23,89.0,48.939999,46.68,93.089996,87.900002,45.650002,44.169998,95.410004
832,2008-04-24,88.260002,48.970001,46.869999,92.260002,89.0,44.5,43.919998,94.629997
833,2008-04-25,88.330002,48.900002,47.32,92.139999,88.949997,43.299999,42.330002,94.529999
834,2008-04-28,87.879997,49.016666,47.259998,91.529999,90.0,43.633331,43.200001,93.25
835,2008-04-29,86.730003,48.633331,47.150002,92.379997,91.040001,43.939999,43.77,94.279999
836,2008-04-30,86.099998,48.200001,47.700001,92.419998,90.830002,45.086666,44.34,93.32
837,2008-05-01,84.510002,48.866669,47.23,93.440002,88.879997,45.849998,44.389999,92.93
838,2008-05-02,83.959999,50.026669,49.16,91.779999,89.370003,46.803333,44.849998,91.800003
839,2008-05-05,85.68,49.833332,48.77,91.860001,90.300003,45.936668,43.73,91.610001
840,2008-05-06,86.330002,49.663334,48.490002,92.010002,91.230003,47.326668,44.400002,91.139999
841,2008-05-07,85.470001,49.993332,48.939999,90.730003,90.839996,45.983334,43.259998,90.620003
842,2008-05-08,86.760002,49.143333,48.240002,91.440002,93.440002,47.416668,44.360001,92.080002
843,2008-05-09,87.370003,48.956669,48.040001,92.730003,93.559998,46.923332,43.669998,92.489998
844,2008-05-12,86.919998,49.073334,48.279999,92.760002,93.709999,46.983334,43.630001,91.949997
845,2008-05-13,85.120003,49.75,49.110001,91.830002,92.43,47.593334,43.650002,90.959999
846,2008-05-14,85.730003,50.25,49.41,92.0,94.559998,48.216667,43.77,91.43
847,2008-05-15,87.129997,50.279999,49.119999,91.169998,94.919998,48.486668,44.119999,92.339996
848,2008-05-16,88.519997,51.316666,50.07,91.879997,95.82,47.933334,43.650002,93.650002
849,2008-05-19,89.57,51.720001,50.049999,92.260002,97.519997,46.543331,42.919998,93.669998
850,2008-05-20,89.610001,50.98,49.470001,92.440002,97.279999,46.009998,42.400002,93.940002
851,2008-05-21,90.610001,51.029999,49.330002,92.050003,96.099998,46.240002,42.990002,93.059998
852,2008-05-22,91.199997,50.563332,48.299999,91.93,96.980003,46.400002,43.09,91.82
853,2008-05-23,91.330002,50.006668,48.18,91.830002,96.599998,44.646667,41.919998,93.290001
854,2008-05-27,89.839996,49.406666,48.299999,91.379997,95.0,44.759998,42.009998,92.709999
855,2008-05-28,88.489998,49.636665,49.279999,90.540001,96.519997,45.52,41.860001,93.0
856,2008-05-29,86.940002,50.196667,49.279999,90.010002,96.580002,46.099998,43.0,93.129997
857,2008-05-30,87.339996,50.556667,49.880001,90.129997,98.5,44.436668,42.23,95.029999
858,2008-06-02,87.470001,50.393333,49.919998,89.980003,98.029999,45.303333,43.330002,94.620003
859,2008-06-03,86.650002,49.849998,49.59,90.059998,99.32,42.086666,41.290001,95.589996
860,2008-06-04,87.089996,48.663334,48.98,91.389999,99.349998,43.516666,42.240002,95.300003
861,2008-06-05,85.970001,48.926666,49.889999,89.82,95.650002,44.349998,43.509998,95.120003
862,2008-06-06,87.790001,49.349998,50.110001,90.440002,90.730003,42.123333,42.349998,97.0
863,2008-06-09,88.540001,48.403332,49.130001,90.480003,90.650002,43.459999,43.279999,96.480003
864,2008-06-10,86.279999,47.393333,48.27,90.650002,91.910004,44.553333,44.700001,95.379997
865,2008-06-11,86.57,47.166668,48.439999,90.050003,93.110001,44.963333,44.669998,95.779999
866,2008-06-12,85.190002,46.650002,47.709999,89.559998,93.510002,45.263332,44.439999,94.639999
867,2008-06-13,85.330002,46.599998,47.709999,88.970001,91.959999,45.003334,44.02,95.089996
868,2008-06-16,88.199997,47.033333,48.119999,89.110001,92.559998,44.616669,43.650002,96.110001
869,2008-06-17,86.720001,47.73,48.950001,89.150002,87.860001,45.296665,44.419998,94.809998
870,2008-06-18,87.660004,47.356667,48.259998,89.290001,87.279999,46.513332,45.700001,93.989998
871,2008-06-19,89.370003,46.983334,47.93,89.519997,88.589996,46.383331,45.290001,94.5
872,2008-06-20,88.82,46.513332,48.330002,89.940002,89.480003,46.873333,45.77,95.169998
873,2008-06-23,87.010002,45.916668,47.610001,90.080002,90.730003,47.743332,46.139999,94.620003
874,2008-06-24,87.300003,45.619999,46.830002,90.379997,90.040001,47.150002,45.41,95.18
875,2008-06-25,87.43,45.453335,47.009998,90.650002,90.300003,47.126667,45.470001,94.559998
876,2008-06-26,89.5,45.299999,46.689999,91.0,92.32,46.896667,44.93,95.309998
877,2008-06-27,90.980003,44.676666,45.599998,91.730003,91.410004,46.743332,45.02,95.599998
878,2008-06-30,91.889999,45.216667,45.509998,92.410004,91.32,46.256668,44.209999,95.339996
879,2008-07-01,92.529999,44.216667,44.810001,92.690002,91.730003,46.853333,44.240002,94.419998
880,2008-07-02,92.279999,44.636665,45.950001,91.959999,93.190002,47.439999,44.689999,93.800003
881,2008-07-03,92.169998,43.603333,44.98,91.709999,93.309998,47.806667,45.419998,92.980003
882,2008-07-07,90.57,43.400002,45.040001,92.07,89.720001,48.580002,46.470001,92.0
883,2008-07-08,90.550003,42.82,44.950001,92.5,90.790001,48.41,46.619999,92.410004
884,2008-07-09,90.879997,43.599998,45.959999,92.940002,90.419998,48.723331,46.75,92.910004
885,2008-07-10,92.400002,43.063332,44.82,93.330002,89.0,48.939999,46.68,93.089996
886,2008-07-11,95.029999,42.973331,44.810001,93.519997,88.260002,48.970001,46.869999,92.260002
887,2008-07-14,95.089996,43.619999,45.139999,92.379997,88.330002,48.900002,47.32,92.139999
888,2008-07-15,96.550003,42.306667,44.009998,93.07,87.879997,49.016666,47.259998,91.529999
889,2008-07-16,96.269997,42.246666,44.360001,92.080002,86.730003,48.633331,47.150002,92.379997
890,2008-07-17,94.699997,43.709999,45.610001,91.260002,86.099998,48.200001,47.700001,92.419998
891,2008-07-18,94.220001,43.310001,45.139999,90.760002,84.510002,48.866669,47.23,93.440002
892,2008-07-21,94.75,43.563332,45.0,90.449997,83.959999,50.026669,49.16,91.779999
893,2008-07-22,95.730003,43.293331,44.029999,90.639999,85.68,49.833332,48.77,91.860001
894,2008-07-23,92.639999,44.080002,44.849998,90.220001,86.330002,49.663334,48.490002,92.010002
895,2008-07-24,91.080002,43.66,45.580002,90.349998,85.470001,49.993332,48.939999,90.730003
896,2008-07-25,91.029999,42.650002,44.98,90.550003,86.760002,49.143333,48.240002,91.440002
897,2008-07-28,91.389999,42.639999,45.259998,90.949997,87.370003,48.956669,48.040001,92.730003
898,2008-07-29,91.230003,41.990002,44.610001,90.660004,86.919998,49.073334,48.279999,92.760002
899,2008-07-30,88.860001,43.470001,45.470001,90.089996,85.120003,49.75,49.110001,91.830002
900,2008-07-31,91.050003,42.84,45.119999,91.720001,85.730003,50.25,49.41,92.0
901,2008-08-01,89.5,43.200001,45.509998,90.970001,87.129997,50.279999,49.119999,91.169998
902,2008-08-04,89.080002,41.950001,44.869999,91.089996,88.519997,51.316666,50.07,91.879997
903,2008-08-05,87.279999,41.200001,44.889999,91.349998,89.57,51.720001,50.049999,92.260002
904,2008-08-06,86.800003,41.599998,45.950001,90.410004,89.610001,50.98,49.470001,92.440002
905,2008-08-07,86.639999,41.720001,46.349998,90.629997,90.610001,51.029999,49.330002,92.050003
906,2008-08-08,84.349998,40.57,46.240002,91.889999,91.199997,50.563332,48.299999,91.93
907,2008-08-11,84.459999,40.91,47.299999,91.779999,91.330002,50.006668,48.18,91.830002
908,2008-08-12,80.739998,40.419998,47.740002,91.809998,89.839996,49.406666,48.299999,91.379997
909,2008-08-13,80.589996,40.040001,47.720001,92.300003,88.489998,49.636665,49.279999,90.540001
910,2008-08-14,80.709999,40.360001,47.540001,92.260002,86.940002,50.196667,49.279999,90.010002
911,2008-08-15,78.0,40.740002,48.330002,92.669998,87.339996,50.556667,49.880001,90.129997
912,2008-08-18,78.529999,40.450001,48.299999,93.080002,87.470001,50.393333,49.919998,89.980003
913,2008-08-19,77.919998,39.130001,47.360001,93.440002,86.650002,49.849998,49.59,90.059998
914,2008-08-20,80.150002,39.790001,47.34,93.379997,87.089996,48.663334,48.98,91.389999
915,2008-08-21,82.010002,39.740002,46.740002,93.629997,85.970001,48.926666,49.889999,89.82
916,2008-08-22,81.489998,40.439999,47.119999,93.110001,87.790001,49.349998,50.110001,90.440002
917,2008-08-25,81.099998,40.040001,47.16,94.120003,88.540001,48.403332,49.130001,90.480003
918,2008-08-26,80.610001,39.459999,46.52,93.959999,86.279999,47.393333,48.27,90.650002
919,2008-08-27,81.889999,39.740002,46.450001,93.489998,86.57,47.166668,48.439999,90.050003
920,2008-08-28,83.059998,40.330002,46.919998,93.910004,85.190002,46.650002,47.709999,89.559998
921,2008-08-29,82.309998,40.450001,46.610001,94.019997,85.330002,46.599998,47.709999,88.970001
922,2008-09-02,78.160004,39.369999,46.869999,92.980003,88.199997,47.033333,48.119999,89.110001
923,2008-09-03,79.190002,38.759998,45.450001,94.269997,86.720001,47.73,48.950001,89.150002
924,2008-09-04,79.699997,37.77,44.860001,95.0,87.660004,47.356667,48.259998,89.290001
925,2008-09-05,80.080002,36.41,43.279999,96.019997,89.370003,46.983334,47.93,89.519997
926,2008-09-08,80.099998,38.580002,44.02,94.900002,88.82,46.513332,48.330002,89.940002
927,2008-09-09,77.389999,36.700001,43.349998,95.830002,87.010002,45.916668,47.610001,90.080002
928,2008-09-10,76.879997,35.93,42.860001,95.980003,87.300003,45.619999,46.830002,90.379997
929,2008-09-11,73.610001,34.669998,42.200001,96.790001,87.43,45.453335,47.009998,90.650002
930,2008-09-12,74.260002,35.25,43.23,96.209999,89.5,45.299999,46.689999,91.0
931,2008-09-15,76.639999,34.349998,42.400002,96.279999,90.980003,44.676666,45.599998,91.730003
932,2008-09-16,76.690002,32.189999,41.48,100.709999,91.889999,45.216667,45.509998,92.410004
933,2008-09-17,77.110001,32.880001,41.869999,98.919998,92.529999,44.216667,44.810001,92.690002
934,2008-09-18,85.489998,32.700001,41.099998,97.949997,92.279999,44.636665,45.950001,91.959999
935,2008-09-19,85.580002,38.77,43.77,93.860001,92.169998,43.603333,44.98,91.709999
936,2008-09-22,86.849998,37.75,42.740002,92.93,90.57,43.400002,45.040001,92.07
937,2008-09-23,88.870003,35.630001,41.200001,93.610001,90.550003,42.82,44.950001,92.5
938,2008-09-24,88.68,35.450001,40.810001,93.970001,90.879997,43.599998,45.959999,92.940002
939,2008-09-25,87.120003,35.720001,41.23,94.589996,92.400002,43.063332,44.82,93.330002
940,2008-09-26,87.029999,35.099998,40.310001,94.07,95.029999,42.973331,44.810001,93.519997
941,2008-09-29,87.059998,34.130001,40.259998,95.169998,95.089996,43.619999,45.139999,92.379997
942,2008-09-30,87.309998,33.23,37.720001,97.040001,96.550003,42.306667,44.009998,93.07
943,2008-10-01,86.230003,33.810001,38.84,96.040001,96.269997,42.246666,44.360001,92.080002
944,2008-10-02,84.559998,33.27,38.25,96.57,94.699997,43.709999,45.610001,91.260002
945,2008-10-03,81.230003,31.93,37.259998,97.379997,94.220001,43.310001,45.139999,90.760002
946,2008-10-06,85.839996,28.48,35.259998,98.739998,94.75,43.563332,45.0,90.449997
947,2008-10-07,87.18,28.870001,35.139999,98.32,95.730003,43.293331,44.029999,90.639999
948,2008-10-08,90.690002,25.6,31.950001,99.68,92.639999,44.080002,44.849998,90.220001
949,2008-10-09,87.290001,26.889999,33.150002,97.370003,91.080002,43.66,45.580002,90.349998
950,2008-10-10,89.589996,23.17,30.52,96.610001,91.029999,42.650002,44.98,90.550003
951,2008-10-13,83.610001,26.75,32.860001,95.110001,91.389999,42.639999,45.259998,90.949997
952,2008-10-14,82.400002,30.1,36.150002,94.25,91.230003,41.990002,44.610001,90.660004
953,2008-10-15,82.199997,26.85,33.23,94.120003,88.860001,43.470001,45.470001,90.089996
954,2008-10-16,82.400002,24.6,30.809999,94.989998,91.050003,42.84,45.119999,91.720001
955,2008-10-17,77.120003,23.9,31.67,94.690002,89.5,43.200001,45.509998,90.970001
956,2008-10-20,77.769997,25.16,32.759998,93.440002,89.080002,41.950001,44.869999,91.089996
957,2008-10-21,75.900002,25.0,32.66,95.089996,87.279999,41.200001,44.889999,91.349998
958,2008-10-22,74.440002,22.950001,31.370001,96.120003,86.800003,41.599998,45.950001,90.410004
959,2008-10-23,69.639999,21.4,30.49,97.949997,86.639999,41.720001,46.349998,90.629997
960,2008-10-24,69.300003,19.379999,28.23,98.82,84.349998,40.57,46.240002,91.889999
961,2008-10-27,71.129997,19.309999,29.17,97.769997,84.459999,40.91,47.299999,91.779999
962,2008-10-28,73.029999,20.639999,29.68,96.18,80.739998,40.419998,47.740002,91.809998
963,2008-10-29,75.050003,22.219999,31.91,95.769997,80.589996,40.040001,47.720001,92.300003
964,2008-10-30,74.889999,24.5,32.669998,94.5,80.709999,40.360001,47.540001,92.260002
965,2008-10-31,72.620003,25.02,32.369999,94.639999,78.0,40.740002,48.330002,92.669998
966,2008-11-03,71.550003,25.639999,32.810001,92.720001,78.529999,40.450001,48.299999,93.080002
967,2008-11-04,73.150002,26.42,33.459999,92.959999,77.919998,39.130001,47.360001,93.440002
968,2008-11-05,74.32,26.15,33.529999,94.889999,80.150002,39.790001,47.34,93.379997
969,2008-11-06,74.360001,23.940001,31.49,94.599998,82.010002,39.740002,46.740002,93.629997
970,2008-11-07,72.589996,23.85,30.92,94.519997,81.489998,40.439999,47.119999,93.110001
971,2008-11-10,74.800003,25.709999,31.969999,93.800003,81.099998,40.040001,47.16,94.120003
972,2008-11-11,72.559998,24.030001,30.48,95.209999,80.610001,39.459999,46.52,93.959999
973,2008-11-12,71.449997,22.82,29.65,95.580002,81.889999,39.740002,46.450001,93.489998
974,2008-11-13,70.489998,21.959999,28.610001,94.910004,83.059998,40.330002,46.919998,93.910004
975,2008-11-14,73.389999,23.200001,29.780001,95.110001,82.309998,40.450001,46.610001,94.019997
976,2008-11-17,72.43,22.040001,28.49,95.68,78.160004,39.369999,46.869999,92.980003
977,2008-11-18,72.379997,21.57,28.559999,96.379997,79.190002,38.759998,45.450001,94.269997
978,2008-11-19,73.419998,21.129999,28.4,97.470001,79.699997,37.77,44.860001,95.0
979,2008-11-20,73.150002,19.49,26.530001,101.82,80.080002,36.41,43.279999,96.019997
980,2008-11-21,76.0,20.040001,26.01,103.25,80.099998,38.580002,44.02,94.900002
981,2008-11-24,80.449997,20.799999,27.219999,102.150002,77.389999,36.700001,43.349998,95.830002
982,2008-11-25,81.339996,22.549999,28.610001,103.949997,76.879997,35.93,42.860001,95.980003
983,2008-11-26,80.519997,21.610001,27.879999,104.720001,73.610001,34.669998,42.200001,96.790001
984,2008-11-28,80.040001,22.84,29.02,105.25,74.260002,35.25,43.23,96.209999
985,2008-12-01,77.150002,22.15,28.5,107.75,76.639999,34.349998,42.400002,96.279999
986,2008-12-02,76.900002,21.639999,27.299999,108.559998,76.690002,32.189999,41.48,100.709999
987,2008-12-03,76.0,21.26,27.129999,110.269997,77.110001,32.880001,41.869999,98.919998
988,2008-12-04,75.589996,21.620001,28.17,111.129997,85.489998,32.700001,41.099998,97.949997
989,2008-12-05,74.300003,21.129999,27.5,111.949997,85.580002,38.77,43.77,93.860001
990,2008-12-08,76.480003,23.42,29.59,110.480003,86.849998,37.75,42.740002,92.93
991,2008-12-09,75.559998,23.67,29.68,110.580002,88.870003,35.630001,41.200001,93.610001
992,2008-12-10,79.199997,24.370001,30.1,111.370003,88.68,35.450001,40.810001,93.970001
993,2008-12-11,81.580002,24.85,29.809999,112.18,87.120003,35.720001,41.23,94.589996
994,2008-12-12,80.550003,23.870001,28.690001,112.540001,87.029999,35.099998,40.310001,94.07
995,2008-12-15,81.330002,24.870001,29.73,112.349998,87.059998,34.130001,40.259998,95.169998
996,2008-12-16,82.379997,24.809999,29.42,116.459999,87.309998,33.23,37.720001,97.040001
997,2008-12-17,85.260002,25.709999,30.25,120.769997,86.230003,33.810001,38.84,96.040001
998,2008-12-18,84.849998,26.08,30.190001,120.739998,84.559998,33.27,38.25,96.57
999,2008-12-19,82.650002,25.690001,29.93,121.440002,81.230003,31.93,37.259998,97.379997
1000,2008-12-22,83.57,25.25,29.860001,122.389999,85.839996,28.48,35.259998,98.739998
1001,2008-12-23,82.93,24.18,29.33,120.139999,87.18,28.870001,35.139999,98.32
1002,2008-12-24,82.470001,24.15,29.200001,120.730003,90.690002,25.6,31.950001,99.68
1003,2008-12-26,83.519997,24.15,29.200001,121.589996,87.290001,26.889999,33.150002,97.370003
1004,2008-12-29,86.5,24.34,29.209999,121.43,89.589996,23.17,30.52,96.610001
1005,2008-12-30,85.940002,24.209999,28.969999,120.489998,83.610001,26.75,32.860001,95.110001
1006,2008-12-31,84.980003,24.450001,29.459999,121.410004,82.400002,30.1,36.150002,94.25
1007,2009-01-02,85.93,25.200001,29.75,120.050003,82.199997,26.85,33.23,94.120003
1008,2009-01-05,83.620003,26.0,30.83,115.599998,82.400002,24.6,30.809999,94.989998
1009,2009-01-06,83.370003,26.889999,31.25,111.620003,77.120003,23.9,31.67,94.690002
1010,2009-01-07,84.559998,26.34,30.73,111.959999,77.769997,25.16,32.759998,93.440002
1011,2009-01-08,84.400002,25.09,30.379999,112.639999,75.900002,25.0,32.66,95.089996
1012,2009-01-09,83.339996,25.24,30.77,111.459999,74.440002,22.950001,31.370001,96.120003
1013,2009-01-12,81.720001,24.6,30.110001,111.57,69.639999,21.4,30.49,97.949997
1014,2009-01-13,80.940002,23.690001,29.51,113.5,69.300003,19.379999,28.23,98.82
1015,2009-01-14,80.57,23.370001,29.190001,114.650002,71.129997,19.309999,29.17,97.769997
1016,2009-01-15,79.970001,22.76,28.57,116.199997,73.029999,20.639999,29.68,96.18
1017,2009-01-16,82.199997,23.66,29.5,113.419998,75.050003,22.219999,31.91,95.769997
1018,2009-01-20,84.169998,22.530001,29.299999,112.290001,74.889999,24.5,32.669998,94.5
1019,2009-01-21,84.050003,22.09,28.43,111.93,72.620003,25.02,32.369999,94.639999
1020,2009-01-22,84.029999,21.940001,28.52,110.599998,71.550003,25.639999,32.810001,92.720001
1021,2009-01-23,86.57,21.129999,28.290001,107.919998,73.150002,26.42,33.459999,92.959999
1022,2009-01-26,89.220001,22.450001,28.940001,107.43,74.32,26.15,33.529999,94.889999
1023,2009-01-27,88.400002,22.75,29.120001,107.800003,74.360001,23.940001,31.49,94.599998
1024,2009-01-28,88.269997,23.6,29.809999,109.309998,72.589996,23.85,30.92,94.519997
1025,2009-01-29,86.68,23.27,29.98,105.559998,74.800003,25.709999,31.969999,93.800003
1026,2009-01-30,90.699997,23.08,29.799999,104.550003,72.559998,24.030001,30.48,95.209999
1027,2009-02-02,89.879997,22.200001,28.780001,104.019997,71.449997,22.82,29.65,95.580002
1028,2009-02-03,89.339996,22.65,29.469999,104.300003,70.489998,21.959999,28.610001,94.910004
1029,2009-02-04,88.889999,23.32,29.940001,102.75,73.389999,23.200001,29.780001,95.110001
1030,2009-02-05,90.75,23.110001,29.48,103.239998,72.43,22.040001,28.49,95.68
1031,2009-02-06,89.150002,24.110001,30.68,102.25,72.379997,21.57,28.559999,96.379997
1032,2009-02-09,88.349998,24.9,31.389999,101.690002,73.419998,21.129999,28.4,97.470001
1033,2009-02-10,89.660004,24.620001,31.299999,104.110001,73.150002,19.49,26.530001,101.82
1034,2009-02-11,90.93,23.9,30.379999,105.709999,76.0,20.040001,26.01,103.25
1035,2009-02-12,93.040001,23.27,29.85,105.980003,80.449997,20.799999,27.219999,102.150002
1036,2009-02-13,92.5,23.959999,30.48,103.949997,81.339996,22.549999,28.610001,103.949997
1037,2009-02-17,95.230003,22.59,29.49,104.550003,80.519997,21.610001,27.879999,104.720001
1038,2009-02-18,95.230003,22.469999,29.41,106.059998,80.040001,22.84,29.02,105.25
1039,2009-02-19,95.910004,22.76,29.42,102.690002,77.150002,22.15,28.5,107.75
1040,2009-02-20,98.0,21.4,28.469999,104.269997,76.900002,21.639999,27.299999,108.559998
1041,2009-02-23,96.589996,22.129999,29.030001,103.599998,76.0,21.26,27.129999,110.269997
1042,2009-02-24,97.589996,21.190001,28.01,105.699997,75.589996,21.620001,28.17,111.129997
1043,2009-02-25,94.730003,21.98,28.610001,105.239998,74.300003,21.129999,27.5,111.949997
1044,2009-02-26,92.709999,22.040001,28.780001,102.870003,76.480003,23.42,29.59,110.480003
1045,2009-02-27,94.309998,21.01,27.5,102.57,75.559998,23.67,29.68,110.580002
1046,2009-03-02,93.400002,20.620001,27.120001,102.220001,79.199997,24.370001,30.1,111.370003
1047,2009-03-03,90.849998,20.450001,26.860001,102.230003,81.580002,24.85,29.809999,112.18
1048,2009-03-04,90.25,21.25,27.01,101.489998,80.550003,23.870001,28.690001,112.540001
1049,2009-03-05,89.919998,20.889999,27.030001,104.019997,81.330002,24.870001,29.73,112.349998
1050,2009-03-06,91.809998,21.18,26.65,104.260002,82.379997,24.809999,29.42,116.459999
1051,2009-03-09,92.290001,20.82,26.09,104.510002,85.260002,25.709999,30.25,120.769997
1052,2009-03-10,89.540001,21.58,26.25,102.43,84.849998,26.08,30.190001,120.739998
1053,2009-03-11,88.489998,22.540001,27.610001,101.290001,82.650002,25.690001,29.93,121.440002
1054,2009-03-12,90.370003,22.280001,27.73,102.660004,83.57,25.25,29.860001,122.389999
1055,2009-03-13,91.870003,23.41,28.66,102.75,82.93,24.18,29.33,120.139999
1056,2009-03-16,90.290001,23.73,28.93,100.82,82.470001,24.15,29.200001,120.730003
1057,2009-03-17,90.260002,23.32,28.4,101.720001,83.519997,24.15,29.200001,121.589996
1058,2009-03-18,88.75,23.639999,29.209999,101.120003,86.5,24.34,29.209999,121.43
1059,2009-03-19,93.410004,24.67,30.110001,105.620003,85.940002,24.209999,28.969999,120.489998
1060,2009-03-20,93.480003,24.16,29.690001,104.620003,84.980003,24.450001,29.459999,121.410004
1061,2009-03-23,93.440002,24.959999,29.9,104.290001,85.93,25.200001,29.75,120.050003
1062,2009-03-24,90.760002,25.43,30.639999,102.190002,83.620003,26.0,30.83,115.599998
1063,2009-03-25,90.870003,25.530001,30.59,103.290001,83.370003,26.889999,31.25,111.620003
1064,2009-03-26,92.720001,26.26,30.799999,102.440002,84.559998,26.34,30.73,111.959999
1065,2009-03-27,90.830002,25.809999,31.0,104.150002,84.400002,25.09,30.379999,112.639999
1066,2009-03-30,89.970001,24.530001,30.299999,105.440002,83.339996,25.24,30.77,111.459999
1067,2009-03-31,90.379997,24.969999,30.290001,105.040001,81.720001,24.6,30.110001,111.57
1068,2009-04-01,91.339996,24.799999,29.940001,106.120003,80.940002,23.690001,29.51,113.5
1069,2009-04-02,88.75,26.59,31.32,105.889999,80.57,23.370001,29.190001,114.650002
1070,2009-04-03,88.959999,26.84,32.09,104.910004,79.970001,22.76,28.57,116.199997
1071,2009-04-06,86.400002,27.059999,31.99,103.540001,82.199997,23.66,29.5,113.419998
1072,2009-04-07,86.269997,26.540001,31.92,102.540001,84.169998,22.530001,29.299999,112.290001
1073,2009-04-08,87.18,26.6,31.73,103.07,84.050003,22.09,28.43,111.93
1074,2009-04-09,86.330002,27.68,32.549999,102.470001,84.029999,21.940001,28.52,110.599998
1075,2009-04-13,88.029999,27.879999,32.84,102.959999,86.57,21.129999,28.290001,107.919998
1076,2009-04-14,87.779999,27.950001,32.689999,103.25,89.220001,22.450001,28.940001,107.43
1077,2009-04-15,87.419998,27.75,32.259998,104.129997,88.400002,22.75,29.120001,107.800003
1078,2009-04-16,87.379997,28.219999,32.849998,102.849998,88.269997,23.6,29.809999,109.309998
1079,2009-04-17,85.75,28.26,33.169998,102.470001,86.68,23.27,29.98,105.559998
1080,2009-04-20,86.029999,27.389999,32.709999,102.629997,90.699997,23.08,29.799999,104.550003
1081,2009-04-21,87.849998,26.67,32.119999,104.040001,89.879997,22.200001,28.780001,104.019997
1082,2009-04-22,87.029999,26.9,32.5,102.449997,89.339996,22.65,29.469999,104.300003
1083,2009-04-23,87.709999,27.459999,33.0,101.349998,88.889999,23.32,29.940001,102.75
1084,2009-04-24,89.099998,27.93,33.34,100.790001,90.75,23.110001,29.48,103.239998
1085,2009-04-27,89.330002,27.200001,33.419998,101.07,89.150002,24.110001,30.68,102.25
1086,2009-04-28,87.330002,26.52,33.52,101.5,88.349998,24.9,31.389999,101.690002
1087,2009-04-29,88.309998,27.74,33.75,99.669998,89.660004,24.620001,31.299999,104.110001
